Name,Gender,Category,Nationality,Status,Birth Year,Death year,Age,Marriage,Education Level,Profession,Profession group,Olympics,Gold Metals,Active Player,Political,Forbes,Grammy,Grammy_num,Oscar,Big_four_attend,Service time,Industry time
William Faulkner,0,Literature,United States,1,1897,1962,65,1,C,Poetry and Philosophical,Novelist,0,0,0,,0,0,0,0,0,0,41
Lu Xun,0,Literature,China,1,1881,1936,55,1,C,Modern and Thrillers,Essayist,0,0,0,,0,0,0,0,0,0,19
Matsuo Bashō,0,Literature,Japan,1,1644,1694,50,0,SS,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,30
Jorge Luis Borges,0,Literature,Argentina,1,1899,1986,87,1,C,Poetry and Philosophical,Essayist,0,0,0,,0,0,0,0,0,0,61
T.S. Eliot,0,Literature,United States,1,1888,1965,77,1,D,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,51
Salman Rushdie,0,Literature,United Kingdom,0,1947,2023,76,1,C,Poetry and Philosophical,Novelist,0,0,0,,0,0,0,0,0,0,42
Kahlil Gibran,0,Literature,United States,1,1883,1931,48,0,SS,Fantasy and Fiction,Poet,0,0,0,,0,0,0,0,0,0,27
Orhan Pamuk,0,Literature,Turkey,0,1952,2023,71,1,G,Poetry and Philosophical,Novelist,0,0,0,,0,0,0,0,0,0,40
Mario Vargas Llosa,0,Literature,Peru,0,1936,2023,87,1,G,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,61
Mo Yan,0,Literature,China,0,1955,2023,68,1,U,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,33
Naguib Mahfouz,0,Literature,Egypt,1,1911,2006,95,1,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,70
Saadi Shirazi,0,Literature,Iran,1,1210,1291,81,0,U,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,60
Li Bai,0,Literature,China,1,701,762,61,1,U,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,20
Yasunari Kawabata,0,Literature,Japan,1,1899,1972,73,1,C,Poetry and Philosophical,Novelist,0,0,0,,0,0,0,0,0,0,63
Stephen King,0,Literature,United States,0,1947,2023,76,1,C,Poetry and Philosophical,Novelist,0,0,0,,0,0,0,0,0,0,48
James Patterson,0,Literature,United States,0,1947,2023,76,1,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,44
George R.R. Martin,0,Literature,United States,0,1948,2023,75,1,M,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,48
Brandon Sanderson,0,Literature,United States,0,1975,2023,48,1,M,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,21
Paulo Coelho,0,Literature,Brazil,0,1947,2023,76,1,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,34
Colson Whitehead,0,Literature,United States,0,1969,2023,54,1,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,22
Xu Zhimo,0,Literature,China,1,1897,1931,34,1,G,Fantasy and Fiction,Poet,0,0,0,,0,0,0,0,0,0,13
Beyoncé,1,Music,United States,0,1981,2023,42,1,C,Pop/R&B,Singer,0,0,0,,0,1,28,0,0,0,25
Madonna,1,Music,United States,0,1958,2023,65,0,C,Pop,Singer,0,0,0,,0,1,7,0,0,0,40
Taylor Swift,1,Music,United States,0,1989,2023,34,0,H,Pop,Singer,0,0,0,,0,1,11,0,0,0,17
Rihanna,1,Music,Barbados,0,1988,2023,35,0,H,Pop/R&B,Singer,0,0,0,,0,1,9,0,0,0,18
Adele,1,Music,United Kingdom,0,1988,2023,35,0,H,Pop,Singer,0,0,0,,0,1,15,0,0,0,15
Whitney Houston,1,Music,United States,1,1963,2012,49,0,H,Pop/R&B,Singer,0,0,0,,0,1,6,0,0,0,30
Mariah Carey,1,Music,United States,0,1969,2023,54,0,H,Pop/R&B,Singer,0,0,0,,0,1,5,0,0,0,32
Lady Gaga,1,Music,United States,0,1986,2023,37,0,C,Pop,Singer,0,0,0,,0,1,12,0,0,0,15
Britney Spears,1,Music,United States,0,1981,2023,42,0,H,Pop,Singer,0,0,0,,0,1,1,0,0,0,22
Celine Dion,1,Music,Canada,0,1968,2023,55,0,H,Pop,Singer,0,0,0,,0,1,5,0,0,0,41
Shakira,1,Music,Colombia,0,1977,2023,46,0,C,Pop/Latin,Singer,0,0,0,,0,1,3,0,0,0,31
Katy Perry,1,Music,United States,0,1984,2023,39,1,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,22
Aretha Franklin,1,Music,United States,1,1942,2018,76,0,H,Soul,Singer,0,0,0,,0,1,18,0,0,0,61
Janet Jackson,1,Music,United States,0,1966,2023,57,0,H,Pop/R&B,Singer,0,0,0,,0,1,5,0,0,0,49
Tina Turner,1,Music,United States,0,1939,2023,84,1,H,Rock,Singer,0,0,0,,0,1,12,0,0,0,61
Dolly Parton,1,Music,United States,0,1946,2023,77,1,H,Country,Singer,0,0,0,,0,1,10,0,0,0,56
Christina Aguilera,1,Music,United States,0,1980,2023,43,0,H,Pop,Singer,0,0,0,,0,1,6,0,0,0,23
Jennifer Lopez,1,Music,United States,0,1969,2023,54,0,C,Pop,Singer,0,0,0,,0,0,0,0,0,0,24
Miley Cyrus,1,Music,United States,0,1992,2023,31,0,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,15
Ariana Grande,1,Music,United States,0,1993,2023,30,1,H,Pop,Singer,0,0,0,,0,1,2,0,0,0,10
Sia,1,Music,Australia,0,1975,2023,48,0,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,25
Diana Ross,1,Music,United States,0,1944,2023,79,0,H,Pop/R&B,Singer,0,0,0,,0,0,0,0,0,0,62
Barbra Streisand,1,Music,United States,0,1942,2023,81,1,H,Pop,Singer,0,0,0,,0,1,8,0,0,0,61
Amy Winehouse,1,Music,United Kingdom,1,1983,2011,28,0,H,Soul,Singer,0,0,0,,0,1,5,0,0,0,7
Kelly Clarkson,1,Music,United States,0,1982,2023,41,0,C,Pop,Singer,0,0,0,,0,1,3,0,0,0,20
Gwen Stefani,1,Music,United States,0,1969,2023,54,1,C,Pop,Singer,0,0,0,,0,1,1,0,0,0,34
Selena Gomez,1,Music,United States,0,1992,2023,31,0,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,14
Carrie Underwood,1,Music,United States,0,1983,2023,40,1,C,Country,Singer,0,0,0,,0,1,7,0,0,0,17
Shania Twain,1,Music,Canada,0,1965,2023,58,1,H,Country,Singer,0,0,0,,0,1,5,0,0,0,28
Ella Fitzgerald,1,Music,United States,1,1917,1966,49,0,H,Jazz,Singer,0,0,0,,0,1,13,0,0,0,59
Billie Holiday,1,Music,United States,1,1915,1959,44,0,H,Jazz,Singer,0,0,0,,0,0,0,0,0,0,26
Joni Mitchell,1,Music,Canada,0,1943,2023,80,0,H,Folk,Singer,0,0,0,,0,1,9,0,0,0,40
Stevie Nicks,1,Music,United States,0,1948,2023,75,0,H,Rock,Singer,0,0,0,,0,1,1,0,0,0,52
Norah Jones,1,Music,United States,0,1979,2023,44,0,G,Jazz,Singer,0,0,0,,0,1,9,0,0,0,22
Lana Del Rey,1,Music,United States,0,1985,2023,38,0,C,Pop,Singer,0,0,0,,0,0,0,0,0,0,12
Patti Smith,1,Music,United States,0,1946,2023,77,0,C,Rock,Singer,0,0,0,,0,1,1,0,0,0,46
Alanis Morissette,1,Music,Canada,0,1974,2023,49,1,H,Rock,Singer,0,0,0,,0,1,7,0,0,0,28
Enya,1,Music,Ireland,0,1961,2023,62,0,H,New,Singer,0,0,0,,0,1,4,0,0,0,34
Ellie Goulding,1,Music,United Kingdom,0,1986,2023,37,1,C,Pop,Singer,0,0,0,,0,0,0,0,0,0,12
Florence Welch,1,Music,United Kingdom,0,1986,2023,37,0,C,Pop/Rock,Singer,0,0,0,,0,0,0,0,0,0,13
Janelle Monáe,1,Music,United States,0,1985,2023,38,0,C,R&B,Singer,0,0,0,,0,0,0,0,0,0,15
Halsey,1,Music,United States,0,1994,2023,29,0,C,Pop,Singer,0,0,0,,0,0,0,0,0,0,7
Lizzo,1,Music,United States,0,1988,2023,35,0,C,Pop/R&B,Singer,0,0,0,,0,1,3,0,0,0,11
Cardi B,1,Music,United States,0,1992,2023,31,1,H,Hip,Rapper,0,0,0,,0,1,1,0,0,0,6
Megan Thee Stallion,1,Music,United States,0,1995,2023,28,0,C,Hip,Rapper,0,0,0,,0,1,3,0,0,0,4
Donna Summer,1,Music,United States,1,1948,2012,64,1,H,Disco,Singer,0,0,0,,0,1,5,0,0,0,40
Amy Beach,1,Music,United States,1,1867,1944,77,1,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,63
Florence Price,1,Music,United States,1,1887,1953,66,1,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,37
Jennifer Higdon,1,Music,United States,0,1962,2023,61,0,D,Classical,Composer,0,0,0,,0,1,2,0,0,0,32
Fanny Mendelssohn,1,Music,Germany,1,1805,1847,42,1,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,42
Nadia Boulanger,1,Music,France,1,1887,1979,92,0,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,77
Kaija Saariaho,1,Music,Finland,0,1952,2023,71,1,D,Classical,Composer,0,0,0,,0,0,0,0,0,0,45
Rachel Portman,1,Music,United Kingdom,0,1960,2023,63,1,C,Film,Composer,0,0,0,,0,0,0,0,0,0,35
Libby Larsen,1,Music,United States,0,1950,2023,73,1,D,Classical,Composer,0,0,0,,0,0,0,0,0,0,50
Rebecca Clarke,1,Music,United Kingdom,1,1886,1979,93,0,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,50
Clara Schumann,1,Music,Germany,1,1819,1896,77,1,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,61
Faye Wong,1,Music,China,0,1969,2023,54,1,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,32
Na Ying,1,Music,China,0,1967,2023,56,1,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,32
Michael Jackson,0,Music,United States,1,1958,2009,51,0,H,Pop,Singer,0,0,0,,0,1,13,0,0,0,40
Bob Dylan,0,Music,United States,0,1941,2023,82,0,C,Folk/Rock,Singer,0,0,0,,0,1,10,0,0,0,60
Freddie Mercury,0,Music,United Kingdom,1,1946,1991,45,0,C,Rock,Singer,0,0,0,,0,0,0,0,0,0,21
David Bowie,0,Music,United Kingdom,1,1947,2016,69,1,C,Rock,Singer,0,0,0,,0,1,5,0,0,0,54
Elton John,0,Music,United Kingdom,0,1947,2023,76,1,C,Pop,Singer,0,0,0,,0,1,5,0,0,0,56
John Lennon,0,Music,United Kingdom,1,1940,1980,40,1,H,Rock,Singer,0,0,0,,0,1,1,0,0,0,23
Paul McCartney,0,Music,United Kingdom,0,1942,2023,81,1,H,Rock,Singer,0,0,0,,0,1,18,0,0,0,61
Mick Jagger,0,Music,United Kingdom,0,1943,2023,80,0,C,Rock,Singer,0,0,0,,0,0,0,0,0,0,59
Bruce Springsteen,0,Music,United States,0,1949,2023,74,1,C,Rock,Singer,0,0,0,,0,1,20,0,0,0,50
Bob Marley,0,Music,Jamaica,1,1945,1981,36,1,H,Reggae,Singer,0,0,0,,0,0,0,0,0,0,19
Johnny Cash,0,Music,United States,1,1932,2003,71,1,H,Country,Singer,0,0,0,,0,1,9,0,0,0,49
Eric Clapton,0,Music,United Kingdom,0,1945,2023,78,1,H,Rock/Blues,Musician,0,0,0,,0,1,18,0,0,0,56
Frank Sinatra,0,Music,United States,1,1915,1998,83,1,H,Jazz/Pop,Singer,0,0,0,,0,1,9,0,0,0,60
Ray Charles,0,Music,United States,1,1930,2004,74,0,H,R&B,Musician,0,0,0,,0,1,17,0,0,0,51
Marvin Gaye,0,Music,United States,1,1939,1984,45,0,H,R&B,Singer,0,0,0,,0,1,2,0,0,0,25
James Brown,0,Music,United States,1,1933,2006,73,0,H,Funk/R&B,Singer,0,0,0,,0,1,3,0,0,0,50
George Michael,0,Music,United Kingdom,1,1963,2016,53,0,H,Pop,Singer,0,0,0,,0,1,2,0,0,0,36
Justin Timberlake,0,Music,United States,0,1981,2023,42,1,H,Pop,Singer,0,0,0,,0,1,10,0,0,0,25
Bruno Mars,0,Music,United States,0,1985,2023,38,0,H,Pop/R&B,Singer,0,0,0,,0,1,11,0,0,0,16
Ed Sheeran,0,Music,United Kingdom,0,1991,2023,32,1,C,Pop,Singer,0,0,0,,0,1,4,0,0,0,11
Drake,0,Music,Canada,0,1986,2023,37,0,C,Hip-Hop,Rapper,0,0,0,,0,1,4,0,0,0,15
Eminem,0,Music,United States,0,1972,2023,51,0,H,Hip-Hop,Rapper,0,0,0,,0,1,15,0,0,0,31
Jay-Z,0,Music,United States,0,1969,2023,54,1,Z,Hip-Hop,Rapper,0,0,0,,0,1,23,0,0,0,31
Kanye West,0,Music,United States,0,1977,2023,46,0,C,Hip-Hop,Rapper,0,0,0,,0,1,22,0,0,0,22
Pharrell Williams,0,Music,United States,0,1973,2023,50,1,C,Pop,Singer,0,0,0,,0,1,13,0,0,0,27
Chris Martin,0,Music,United Kingdom,0,1977,2023,46,0,C,Pop/Rock,Singer,0,0,0,,0,0,0,0,0,0,26
John Mayer,0,Music,United States,0,1977,2023,46,0,C,Rock,Musician,0,0,0,,0,1,7,0,0,0,22
Adam Levine,0,Music,United States,0,1979,2023,44,1,C,Pop,Singer,0,0,0,,0,0,0,0,0,0,27
Justin Bieber,0,Music,Canada,0,1994,2023,29,1,H,Pop,Singer,0,0,0,,0,1,2,0,0,0,13
Harry Styles,0,Music,United Kingdom,0,1994,2023,29,0,H,Pop,Singer,0,0,0,,0,1,1,0,0,0,11
Zayn Malik,0,Music,United Kingdom,0,1993,2023,30,0,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,11
Niall Horan,0,Music,Ireland,0,1993,2023,30,0,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,11
Shawn Mendes,0,Music,Canada,0,1998,2023,25,0,H,Pop,Singer,0,0,0,,0,0,0,0,0,0,8
Ricky Martin,0,Music,Puerto Rico,0,1971,2023,52,0,C,Pop,Singer,0,0,0,,0,1,2,0,0,0,36
Enrique Iglesias,0,Music,Spain,0,1975,2023,48,0,C,Pop/Latin,Singer,0,0,0,,0,1,1,0,0,0,26
Julio Iglesias,0,Music,Spain,0,1943,2023,80,1,C,Pop/Latin,Singer,0,0,0,,0,1,1,0,0,0,52
Paul Simon,0,Music,United States,0,1941,2023,82,1,C,Folk/Rock,Singer,0,0,0,,0,1,16,0,0,0,65
Phil Collins,0,Music,United Kingdom,0,1951,2023,72,0,C,Pop/Rock,Musician,0,0,0,,0,1,8,0,0,0,50
George Harrison,0,Music,United Kingdom,1,1943,2001,58,1,H,Rock,Musician,0,0,0,,0,1,1,0,0,0,31
Steven Tyler,0,Music,United States,0,1948,2023,75,0,H,Rock,Singer,0,0,0,,0,0,0,0,0,0,52
Ozzy Osbourne,0,Music,United Kingdom,0,1948,2023,75,1,H,Rock/Metal,Singer,0,0,0,,0,1,1,0,0,0,52
Jack White,0,Music,United States,0,1975,2023,48,0,H,Rock,Musician,0,0,0,,0,1,12,0,0,0,24
Johann Sebastian Bach,0,Music,Germany,1,1685,1750,65,1,SS,Classical,Composer,0,0,0,,0,0,0,0,0,0,50
Wolfgang Amadeus Mozart,0,Music,Austria,1,1756,1791,35,1,SS,Classical,Composer,0,0,0,,0,0,0,0,0,0,30
Ludwig van Beethoven,0,Music,Germany,1,1770,1827,57,0,SS,Classical,Composer,0,0,0,,0,0,0,0,0,0,45
Franz Schubert,0,Music,Austria,1,1797,1828,31,0,SS,Classical,Composer,0,0,0,,0,0,0,0,0,0,18
Pyotr Ilyich Tchaikovsky,0,Music,Russia,1,1840,1893,53,0,G,Classical,Composer,0,0,0,,0,0,0,0,0,0,39
Lang lang,0,Music,China,0,1982,2023,41,1,G,Classical,Pianist,0,0,0,,0,0,0,0,0,0,25
Joe Hisaishi,0,Music,China,0,1950,2023,73,1,C,Film,Composer,0,0,0,,0,0,0,0,0,0,40
Jay Chou,0,Music,China,0,1979,2023,44,1,C,Pop,Musician,0,0,0,,0,0,0,0,0,0,22
JJ Lin,0,Music,China,0,1981,2023,42,0,C,Pop,Singer,0,0,0,,0,0,0,0,0,0,18
Coco Chanel,1,Fashion,France,1,1883,1971,88,0,SS,,Designer,0,0,0,,0,0,0,0,0,0,57
Diane von Furstenberg,1,Fashion,Belgium,0,1946,2023,77,1,C,,Designer,0,0,0,,0,0,0,0,1,0,49
Stella McCartney,1,Fashion,United Kingdom,0,1971,2023,52,1,C,,Designer,0,0,0,,0,0,0,0,1,0,26
Carolina Herrera,1,Fashion,Venezuela,0,1939,2023,84,1,H,,Designer,0,0,0,,0,0,0,0,1,0,41
Cindy Crawford,1,Fashion,United States,0,1966,2023,57,1,C,,Model,0,0,0,,0,0,0,0,0,0,36
Twiggy,1,Fashion,United Kingdom,0,1949,2023,74,1,H,,Model,0,0,0,,0,0,0,0,0,0,56
Jeanne Lanvin,1,Fashion,France,1,1867,1946,79,1,SS,,Designer,0,0,0,,0,0,0,0,0,0,49
Elsa Schiaparelli,1,Fashion,Italy,1,1890,1973,83,1,C,,Designer,0,0,0,,0,0,0,0,0,0,34
Kate Spade,1,Fashion,United States,1,1962,2018,56,1,C,,Designer,0,0,0,,0,0,0,0,0,0,25
Tory Burch,1,Fashion,United States,0,1966,2023,57,1,C,,Designer,0,0,0,,0,0,0,0,1,0,19
Rachel Zoe,1,Fashion,United States,0,1971,2023,52,1,C,,Stylist,0,0,0,,0,0,0,0,0,0,30
Donna Karan,1,Fashion,United States,0,1948,2023,75,1,C,,Designer,0,0,0,,0,0,0,0,0,0,36
Betsey Johnson,1,Fashion,United States,0,1942,2023,81,1,C,,Designer,0,0,0,,0,0,0,0,0,0,55
Kendall Jenner,1,Fashion,United States,0,1995,2023,28,0,H,,Model,0,0,0,,0,0,0,0,4,0,9
Bella Hadid,1,Fashion,United States,0,1996,2023,27,0,H,,Model,0,0,0,,0,0,0,0,4,0,8
Alexa Chung,1,Fashion,United Kingdom,0,1983,2023,40,0,H,,Model,0,0,0,,0,0,0,0,0,0,17
Olivia Palermo,1,Fashion,United States,0,1986,2023,37,1,C,,Socialite,0,0,0,,0,0,0,0,0,0,16
Miranda Kerr,1,Fashion,Australia,0,1983,2023,40,1,H,,Model,0,0,0,,0,0,0,0,0,0,16
Miuccia Prada,1,Fashion,Italy,0,1949,2023,74,1,G,,Designer,0,0,0,,0,0,0,0,1,0,44
Vera Wang,1,Fashion,United States,0,1949,2023,74,1,C,,Designer,0,0,0,,0,0,0,0,1,0,32
Karlie Kloss,1,Fashion,United States,0,1992,2023,31,1,C,,Model,0,0,0,,0,0,0,0,0,0,14
Donatella Versace,1,Fashion,Italy,0,1955,2023,68,0,C,,Designer,0,0,0,,0,0,0,0,1,0,43
Sarah Burton,1,Fashion,United Kingdom,0,1974,2023,49,1,C,,Designer,0,0,0,,0,0,0,0,1,0,24
Jil Sander,1,Fashion,Germany,0,1943,2023,80,0,C,,Designer,0,0,0,,0,0,0,0,1,0,46
Aurora James,1,Fashion,Canada,0,1986,2023,37,0,C,,Designer,0,0,0,,0,0,0,0,0,0,8
Gigi Hadid,1,Fashion,United States,0,1995,2023,28,0,H,,Model,0,0,0,,0,0,0,0,4,0,9
Cara Delevingne,1,Fashion,United Kingdom,0,1992,2023,31,0,H,,Model,0,0,0,,0,0,0,0,2,0,10
Choi So-ra,1,Fashion,South Korea,0,1992,2023,31,0,U,,Model,0,0,0,,0,0,0,0,2,0,10
Liu Wen,1,Fashion,China,0,1988,2023,35,0,H,,Model,0,0,0,,0,0,0,0,3,0,15
Xi Mengyao,1,Fashion,China,0,1989,2023,34,1,U,,Model,0,0,0,,0,0,0,0,1,0,9
Sui He,1,Fashion,China,0,1989,2023,34,0,U,,Model,0,0,0,,0,0,0,0,2,0,12
Ashley Graham,1,Fashion,United States,0,1987,2023,36,1,H,,Model,0,0,0,,0,0,0,0,1,0,21
Joan Smalls,1,Fashion,United States,0,1988,2023,35,0,C,,Model,0,0,0,,0,0,0,0,3,0,14
Kaia Jordan Gerber,1,Fashion,United States,0,2001,2023,22,0,H,,Model,0,0,0,,0,0,0,0,4,0,6
Tyra Banks,1,Fashion,United States,0,1973,2023,50,0,C,,Model,0,0,0,,0,0,0,0,0,0,29
Coco Rocha,1,Fashion,Canada,0,1988,2023,35,1,H,,Model,0,0,0,,0,0,0,0,1,0,18
Rei Kawakubo,1,Fashion,Japan,0,1942,2023,81,1,C,,Designer,0,0,0,,0,0,0,0,1,0,53
Mary Quant,1,Fashion,United Kingdom,1,1934,2023,89,1,C,,Designer,0,0,0,,0,0,0,0,0,0,38
Chitose Abe,1,Fashion,Japan,0,1965,2023,58,1,C,,Designer,0,0,0,,0,0,0,0,1,0,23
Tom Ford,0,Fashion,United States,0,1961,2023,62,1,C,,Designer,0,0,0,,0,0,0,0,1,0,34
Alexander McQueen,0,Fashion,United Kingdom,1,1969,2010,41,0,C,,Designer,0,0,0,,0,0,0,0,1,0,15
Giorgio Armani,0,Fashion,Italy,0,1934,2023,89,0,C,,Designer,0,0,0,,0,0,0,0,1,0,47
Ralph Lauren,0,Fashion,United States,0,1939,2023,84,1,C,,Designer,0,0,0,,0,0,0,0,0,0,54
Marc Jacobs,0,Fashion,United States,0,1963,2023,60,1,C,,Designer,0,0,0,,0,0,0,0,0,0,36
Christian Dior,0,Fashion,France,1,1905,1957,52,1,C,,Designer,0,0,0,,0,0,0,0,1,0,10
Yves Saint Laurent,0,Fashion,France,1,1936,2008,72,0,C,,Designer,0,0,0,,0,0,0,0,1,0,40
Valentino Garavani,0,Fashion,Italy,0,1932,2023,91,0,C,,Designer,0,0,0,,0,0,0,0,1,0,65
Calvin Klein,0,Fashion,United States,0,1942,2023,81,0,C,,Designer,0,0,0,,0,0,0,0,0,0,49
Michael Kors,0,Fashion,United States,0,1959,2023,64,0,C,,Designer,0,0,0,,0,0,0,0,1,0,41
Hubert de Givenchy,0,Fashion,France,1,1927,2018,91,0,C,,Designer,0,0,0,,0,0,0,0,0,0,43
Raf Simons,0,Fashion,Belgium,0,1968,2023,55,0,C,,Designer,0,0,0,,0,0,0,0,2,0,27
Jeremy Scott,0,Fashion,United States,0,1975,2023,48,0,C,,Designer,0,0,0,,0,0,0,0,2,0,25
Paul Smith,0,Fashion,United Kingdom,0,1946,2023,77,1,SS,,Designer,0,0,0,,0,0,0,0,1,0,51
Christopher Bailey,0,Fashion,United Kingdom,0,1971,2023,52,1,C,,Designer,0,0,0,,0,0,0,0,0,0,21
John Galliano,0,Fashion,United Kingdom,0,1960,2023,63,0,C,,Designer,0,0,0,,0,0,0,0,1,0,39
Roberto Cavalli,0,Fashion,Italy,0,1940,2023,83,1,C,,Designer,0,0,0,,0,0,0,0,0,0,50
Thom Browne,0,Fashion,United States,0,1965,2023,58,0,C,,Designer,0,0,0,,0,0,0,0,1,0,20
Dean Caten,0,Fashion,Canada,0,1965,2023,58,0,C,,Designer,0,0,0,,0,0,0,0,1,0,29
Dan Caten,0,Fashion,Canada,0,1965,2023,58,0,C,,Designer,0,0,0,,0,0,0,0,1,0,29
Kris Van Assche,0,Fashion,Belgium,0,1976,2023,47,0,C,,Designer,0,0,0,,0,0,0,0,1,0,22
Kim Jones,0,Fashion,United Kingdom,0,1979,2023,44,0,C,,Designer,0,0,0,,0,0,0,0,2,0,18
Jonathan Anderson,0,Fashion,Northern Ireland,0,1984,2023,39,0,C,,Designer,0,0,0,,0,0,0,0,2,0,14
Haider Ackermann,0,Fashion,Colombia,0,1971,2023,52,0,C,,Designer,0,0,0,,0,0,0,0,1,0,21
Rick Owens,0,Fashion,United States,0,1962,2023,61,1,C,,Designer,0,0,0,,0,0,0,0,1,0,28
Tom Dixon,0,Fashion,Tunisia,0,1959,2023,64,1,SS,,Designer,0,0,0,,0,0,0,0,0,0,35
Matthew Williams,0,Fashion,United States,0,1985,2023,38,1,C,,Designer,0,0,0,,0,0,0,0,1,0,12
Alessandro Sartori,0,Fashion,Italy,0,1966,2023,57,0,C,,Designer,0,0,0,,0,0,0,0,1,0,33
Christian Louboutin,0,Fashion,France,0,1963,2023,60,0,H,,Designer,0,0,0,,0,0,0,0,0,0,31
Manolo Blahnik,0,Fashion,Spain,0,1942,2023,81,0,G,,Designer,0,0,0,,0,0,0,0,0,0,50
Jimmy Choo,0,Fashion,Malaysia,0,1948,2023,75,1,C,,Designer,0,0,0,,0,0,0,0,0,0,28
Salvatore Ferragamo,0,Fashion,Italy,1,1898,1960,62,1,C,,Designer,0,0,0,,0,0,0,0,1,0,31
Karl Lagerfeld,0,Fashion,Germany,1,1933,2019,86,0,H,,Designer,0,0,0,,0,0,0,0,0,0,65
Pierre Cardin,0,Fashion,Italy,1,1922,2020,98,0,C,,Designer,0,0,0,,0,0,0,0,0,0,70
Oscar de la Renta,0,Fashion,Dominican Republic,1,1932,2014,82,1,C,,Designer,0,0,0,,0,0,0,0,1,0,50
Gianni Versace,0,Fashion,Italy,1,1946,1997,50,0,C,,Designer,0,0,0,,0,0,0,0,0,0,20
Sean O'Pry,0,Fashion,United States,0,1989,2023,34,0,H,,Model,0,0,0,,0,0,0,0,3,0,15
Lucky Blue Smith,0,Fashion,United States,0,1998,2023,25,0,H,,Model,0,0,0,,0,0,0,0,3,0,8
Tyson Beckford,0,Fashion,United States,0,1970,2023,53,0,H,,Model,0,0,0,,0,0,0,0,0,0,28
Jon Kortajarena,0,Fashion,Spain,0,1985,2023,38,0,H,,Model,0,0,0,,0,0,0,0,4,0,16
Jordan Barrett,0,Fashion,Australia,0,1996,2023,27,0,H,,Model,0,0,0,,0,0,0,0,3,0,8
Simon Nessman,0,Fashion,Canada,0,1989,2023,34,0,H,,Model,0,0,0,,0,0,0,0,4,0,15
Audrey Hepburn,1,Film,Belgium,1,1929,1993,64,1,U,Romance,Actress,0,0,0,,0,0,0,0,0,0,41
Nicole Kidman,1,Film,Australia,0,1967,2023,56,1,H,Thriller,Actress,0,0,0,,0,0,0,1,0,0,40
Charlize Theron,1,Film,South Africa,0,1975,2023,48,1,H,Action,Actress,0,0,0,,0,0,0,1,0,0,28
Lupita Nyong'o,1,Film,Mexico,0,1983,2023,40,0,G,Drama,Actress,0,0,0,,0,0,0,1,0,0,10
Ava DuVernay,1,Film,United States,0,1972,2023,51,0,G,Drama,Director,0,0,0,,0,0,0,0,0,0,16
Kathryn Bigelow,1,Film,United States,0,1951,2023,72,1,G,Action,Director,0,0,0,,0,0,0,1,0,0,42
Nora Ephron,1,Film,United States,1,1941,2012,71,1,C,Comedy,Director,0,0,0,,0,0,0,0,0,0,40
Jodie Foster,1,Film,United States,0,1962,2023,61,1,C,Thriller,Actress,0,0,0,,0,0,0,1,0,0,55
Reese Witherspoon,1,Film,United States,0,1976,2023,47,1,C,Comedy,Actress,0,0,0,,0,0,0,1,0,0,30
Meryl Streep,1,Film,United States,0,1949,2023,74,1,G,Drama,Actress,0,0,0,,0,0,0,1,0,0,44
Natalie Portman,1,Film,Israel,0,1981,2023,42,1,C,Drama,Actress,0,0,0,,0,0,0,1,0,0,28
Viola Davis,1,Film,United States,0,1965,2023,58,1,G,Drama,Actress,0,0,0,,0,0,0,1,0,0,27
Emma Stone,1,Film,United States,0,1988,2023,35,0,H,Comedy,Actress,0,0,0,,0,0,0,1,0,0,17
Sandra Bullock,1,Film,United States,0,1964,2023,59,1,C,Comedy,Actress,0,0,0,,0,0,0,1,0,0,33
Jennifer Lawrence,1,Film,United States,0,1990,2023,33,1,H,Action,Actress,0,0,0,,0,0,0,1,0,0,14
Anne Hathaway,1,Film,United States,0,1982,2023,41,1,C,Comedy,Actress,0,0,0,,0,0,0,1,0,0,23
